M,Issuance province,port,Brand,Model,Year of manufacture,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,General total,Country,Shape,Fuel_Type
4399.0,Giza,Dokki Traffic Unit,Shineray,x30,,,,,2.0,2.0,China,Van,Petrol
4400.0,Giza,Dokki Traffic Unit,MG,MG5,,,,,1.0,1.0,China,Sedan,Petrol
4401.0,Giza,Dokki Traffic Unit,MG,GT,,,,,1.0,1.0,China,Sedan,Petrol
4402.0,Giza,Dokki Traffic Unit,XPeng,G9,,,,1.0,,1.0,China,SUV,Electric
4403.0,Giza,Dokki Traffic Unit,XPeng,G6,,,,1.0,,1.0,China,SUV,Electric
4404.0,Giza,Dokki Traffic Unit,Suzuki,Swift.,,,,,1.0,1.0,Japan,Hatchback,Electric
4405.0,Giza,Dokki Traffic Unit,Suzuki,Baleno,,,,,1.0,1.0,Japan,Hatchback,Petrol
4406.0,Giza,Dokki Traffic Unit,Porsche,T was not,,,,,2.0,2.0,Germany,Sedan,Petrol
4407.0,Giza,Dokki Traffic Unit,Opel,Grandland,,,,,1.0,1.0,Germany,SUV,Petrol
4408.0,Giza,Dokki Traffic Unit,Rolls-Royce,Ghost,,,,1.0,,1.0,UK,Sedan,Petrol
4409.0,Giza,Dokki Traffic Unit,Volvo,xc90,,,,,1.0,1.0,Sweden,SUV,Diesel
4410.0,Giza,Dokki Traffic Unit,KGM,TORRES,,,,,1.0,1.0,South Korea,SUV,Petrol
4411.0,Giza,Dokki Traffic Unit,Avatr,12,,,,1.0,,1.0,China,Sedan,Electric
4412.0,Giza,Dokki Traffic Unit,BAIC,BJ30e,,,,,1.0,1.0,China,SUV,Electric
4413.0,Giza,Dokki Traffic Unit,IM,IM6,,,,,1.0,1.0,China,Sedan,Electric
4414.0,Giza,Dokki Traffic Unit,GAC,GS4 MAX,,,,,1.0,1.0,China,SUV,Petrol
4415.0,Giza,Dokki Traffic Unit,Ssangyong,TORRES,,1.0,,,,1.0,South Korea,SUV,Electric
4416.0,Giza,Dokki Traffic Unit,Xiaomi,YU7,,,,1.0,,1.0,China,SUV,Electric
4417.0,Giza,Dokki Traffic Unit,JAC,Js2 smart,,,,,1.0,1.0,China,SUV,Electric
4418.0,Giza,Dokki Traffic Unit,Kaiyi,x7,,,,,1.0,1.0,China,SUV,Petrol
4419.0,Giza,Dokki Traffic Unit,Tesla,MODEL X,,1.0,,,,1.0,USA,SUV,Electric
4420.0,Giza,October Gardens Traffic Unit,Haojiang,,,1.0,,7.0,40.0,48.0,China,,Electric
4421.0,Giza,October Gardens Traffic Unit,Nissan,Sunny,,,,,35.0,35.0,Japan,Sedan,Petrol
4422.0,Giza,October Gardens Traffic Unit,Nissan,Centra,,,,,5.0,5.0,Japan,Sedan,Petrol
4423.0,Giza,October Gardens Traffic Unit,Nissan,Qashqai,,,,,2.0,2.0,Japan,SUV,Petrol
4424.0,Giza,October Gardens Traffic Unit,Nissan,X-Trail,,,,1.0,,1.0,Japan,SUV,Petrol
4425.0,Giza,October Gardens Traffic Unit,Chery,Tiggo 4 Pro,,,,,8.0,8.0,China,SUV,Petrol
4426.0,Giza,October Gardens Traffic Unit,Chery,Arrizo 5,,,,,8.0,8.0,China,Sedan,Petrol
4427.0,Giza,October Gardens Traffic Unit,Chery,Tejo7,,,,,6.0,6.0,China,SUV,Petrol
4428.0,Giza,October Gardens Traffic Unit,Chery,Tiggo 7 pro max,,,,,2.0,2.0,China,SUV,Petrol
4429.0,Giza,October Gardens Traffic Unit,Chery,Tiggo 8 Pro Max,,,,,1.0,1.0,China,SUV,Petrol
4430.0,Giza,October Gardens Traffic Unit,Chery,Chery Tiggo 4 Pro,,,,,1.0,1.0,China,SUV,Petrol
4431.0,Giza,October Gardens Traffic Unit,Chery,Tigo 4,,,,,1.0,1.0,China,SUV,Petrol
4432.0,Giza,October Gardens Traffic Unit,Chery,Tego 8,,,,,1.0,1.0,China,SUV,Petrol
4433.0,Giza,October Gardens Traffic Unit,MG,5,,,1.0,,7.0,8.0,China,Sedan,Electric
4434.0,Giza,October Gardens Traffic Unit,MG,ZS,,,,,7.0,7.0,China,SUV,Petrol
4435.0,Giza,October Gardens Traffic Unit,MG,RX5,,,,1.0,4.0,5.0,China,SUV,Petrol
4436.0,Giza,October Gardens Traffic Unit,MG,GT,,,,,2.0,2.0,China,Sedan,Petrol
4437.0,Giza,October Gardens Traffic Unit,MG,HS,,,,,2.0,2.0,China,SUV,Petrol
4438.0,Giza,October Gardens Traffic Unit,MG,one,,,,,1.0,1.0,China,SUV,Petrol
4439.0,Giza,October Gardens Traffic Unit,VIGOREY,200,,,,2.0,8.0,10.0,China,Motorcycle,Petrol
4440.0,Giza,October Gardens Traffic Unit,VIGOREY,150,,,,1.0,8.0,9.0,China,Motorcycle,Petrol
4441.0,Giza,October Gardens Traffic Unit,VIGOREY,250,,,,2.0,1.0,3.0,China,Motorcycle,Petrol
4442.0,Giza,October Gardens Traffic Unit,Hyundai,Elantra,,,,,7.0,7.0,South Korea,Sedan,Petrol
4443.0,Giza,October Gardens Traffic Unit,Hyundai,Tucson NX4,,,,,5.0,5.0,South Korea,SUV,Petrol
4444.0,Giza,October Gardens Traffic Unit,Hyundai,Elantra AD,,,,,3.0,3.0,South Korea,Sedan,Petrol
4445.0,Giza,October Gardens Traffic Unit,Hyundai,Accent,,,,,3.0,3.0,South Korea,Sedan,Petrol
4446.0,Giza,October Gardens Traffic Unit,Hyundai,I 30,,,,,2.0,2.0,South Korea,Hatchback,Petrol
4447.0,Giza,October Gardens Traffic Unit,Hyundai,Accent 1500,,,,,1.0,1.0,South Korea,Sedan,Petrol
4448.0,Giza,October Gardens Traffic Unit,Renault,Taliant,,,,,9.0,9.0,France,Sedan,Petrol
4449.0,Giza,October Gardens Traffic Unit,Renault,kardian,,,,,5.0,5.0,France,SUV,Petrol
4450.0,Giza,October Gardens Traffic Unit,Renault,Duster,,,,,3.0,3.0,France,SUV,Petrol
4451.0,Giza,October Gardens Traffic Unit,Renault,AUSTRAL,,,,,2.0,2.0,France,SUV,Petrol
4452.0,Giza,October Gardens Traffic Unit,Gator,DASHING,,,,,5.0,5.0,USA,SUV,Petrol
4453.0,Giza,October Gardens Traffic Unit,Gator,X70 FL,,,,,4.0,4.0,USA,SUV,Petrol
4454.0,Giza,October Gardens Traffic Unit,Gator,T-2,,,,,3.0,3.0,USA,SUV,Petrol
4455.0,Giza,October Gardens Traffic Unit,Gator,T1,,,,,2.0,2.0,USA,SUV,Petrol
4456.0,Giza,October Gardens Traffic Unit,Gator,X90 PLUS,,,,,1.0,1.0,USA,SUV,Petrol
4457.0,Giza,October Gardens Traffic Unit,Gator,X90,1.0,,,,,1.0,USA,SUV,Petrol
4458.0,Giza,October Gardens Traffic Unit,Gator,x70 plus,,,,,1.0,1.0,USA,SUV,Petrol
4459.0,Giza,October Gardens Traffic Unit,Chevrolet,Optra,,,,,12.0,12.0,USA,Sedan,Petrol
4460.0,Giza,October Gardens Traffic Unit,Chevrolet,Optra LT,,,,,1.0,1.0,USA,Sedan,Petrol
4461.0,Giza,October Gardens Traffic Unit,SouEast,S05,,,,,7.0,7.0,China,SUV,Petrol
4462.0,Giza,October Gardens Traffic Unit,SouEast,S07,,,,,4.0,4.0,China,SUV,Petrol
4463.0,Giza,October Gardens Traffic Unit,SouEast,S06,,,,,2.0,2.0,China,SUV,Petrol
4464.0,Giza,October Gardens Traffic Unit,TVS,STAR HLX 150,,,1.0,,9.0,10.0,India,Motorcycle,Petrol
4465.0,Giza,October Gardens Traffic Unit,TVS,Apache RTR 160,,,,,1.0,1.0,India,Motorcycle,Petrol
4466.0,Giza,October Gardens Traffic Unit,Peugeot,5008,,,,,3.0,3.0,France,SUV,Diesel
4467.0,Giza,October Gardens Traffic Unit,Peugeot,408,,,,,2.0,2.0,France,Sedan,Petrol
4468.0,Giza,October Gardens Traffic Unit,Peugeot,2008,,,,,2.0,2.0,France,SUV,Petrol
4469.0,Giza,October Gardens Traffic Unit,Peugeot,408GT,,,,,1.0,1.0,France,Sedan,Petrol
4470.0,Giza,October Gardens Traffic Unit,Peugeot,3008,,,,,1.0,1.0,France,SUV,Petrol
4471.0,Giza,October Gardens Traffic Unit,Changan,CS55 PLUS,,,,1.0,5.0,6.0,China,SUV,Petrol
4472.0,Giza,October Gardens Traffic Unit,Changan,UNI-V,,,,,3.0,3.0,China,Sedan,Petrol
4473.0,Giza,October Gardens Traffic Unit,Keeway,,,,,7.0,1.0,8.0,China,,Petrol
4474.0,Giza,October Gardens Traffic Unit,Keeway,keeway20,,,,,1.0,1.0,China,Motorcycle,Petrol
4475.0,Giza,October Gardens Traffic Unit,CMG,CMG,,,,4.0,3.0,7.0,China,Motorcycle,Electric
4476.0,Giza,October Gardens Traffic Unit,Kia,Sorrento,,1.0,1.0,1.0,1.0,4.0,South Korea,SUV,Petrol
4477.0,Giza,October Gardens Traffic Unit,Kia,Seltos,,,,,1.0,1.0,South Korea,SUV,Petrol
4478.0,Giza,October Gardens Traffic Unit,Kia,K4,,,,,1.0,1.0,South Korea,Sedan,Petrol
4479.0,Giza,October Gardens Traffic Unit,Kia,Sportage,,,,1.0,,1.0,South Korea,SUV,Petrol
4480.0,Giza,October Gardens Traffic Unit,Škoda,Kodiak,,,,,4.0,4.0,Czech Republic,SUV,Petrol
4481.0,Giza,October Gardens Traffic Unit,Škoda,Octavia,,,,,2.0,2.0,Czech Republic,Sedan,Electric
4482.0,Giza,October Gardens Traffic Unit,Škoda,Superb,,,,,1.0,1.0,Czech Republic,Sedan,Petrol
4483.0,Giza,October Gardens Traffic Unit,Mitsubishi,Eclipse Cross,1.0,,,3.0,,4.0,Japan,SUV,Petrol
4484.0,Giza,October Gardens Traffic Unit,Mitsubishi,Eclipse,,1.0,,,,1.0,Japan,Coupe,Petrol
4485.0,Giza,October Gardens Traffic Unit,Mitsubishi,Outlander,,,,,1.0,1.0,Japan,SUV,Petrol
4486.0,Giza,October Gardens Traffic Unit,Suzuki,Swift.,,,,,4.0,4.0,Japan,Hatchback,Electric
4487.0,Giza,October Gardens Traffic Unit,Suzuki,Baleno,,,,,2.0,2.0,Japan,Hatchback,Petrol
4488.0,Giza,October Gardens Traffic Unit,PNE,,,,,4.0,2.0,6.0,China,,Petrol
4489.0,Giza,October Gardens Traffic Unit,Dayun,150,,,,2.0,4.0,6.0,China,Motorcycle,Electric
4490.0,Giza,October Gardens Traffic Unit,Volkswagen,Tiguan,,,,,6.0,6.0,Germany,SUV,Petrol
4491.0,Giza,October Gardens Traffic Unit,Toyota,Corolla,,,,,5.0,5.0,Japan,Sedan,Petrol
4492.0,Giza,October Gardens Traffic Unit,Toyota,Fortuner,,,,,1.0,1.0,Japan,SUV,Diesel
4493.0,Giza,October Gardens Traffic Unit,Proton,Saga,,,,,6.0,6.0,Malaysia,Sedan,Petrol
4494.0,Giza,October Gardens Traffic Unit,DFSK,E5,,,,,5.0,5.0,China,SUV,Electric
4495.0,Giza,October Gardens Traffic Unit,DFSK,E5 PLUS,,,,,1.0,1.0,China,SUV,Electric
4496.0,Giza,October Gardens Traffic Unit,Fiat,x500,,,,,5.0,5.0,Italy,SUV,Petrol
4497.0,Giza,October Gardens Traffic Unit,Mercedes-Benz,C200,,,,1.0,1.0,2.0,Germany,Sedan,Petrol
4498.0,Giza,October Gardens Traffic Unit,Mercedes-Benz,GLC200,,,1.0,,,1.0,Germany,SUV,Petrol
4499.0,Giza,October Gardens Traffic Unit,Mercedes-Benz,V300,,,,,1.0,1.0,Germany,Van,Petrol
4500.0,Giza,October Gardens Traffic Unit,Mercedes-Benz,E200,,,,,1.0,1.0,Germany,Sedan,Petrol
4501.0,Giza,October Gardens Traffic Unit,BYD,Destroyer 05,,,,1.0,,1.0,China,Sedan,Electric
4502.0,Giza,October Gardens Traffic Unit,BYD,song plus,,,,1.0,,1.0,China,SUV,Plug-in Hybrid
4503.0,Giza,October Gardens Traffic Unit,BYD,F3,,,,1.0,,1.0,China,Sedan,Petrol
4504.0,Giza,October Gardens Traffic Unit,BYD,SEAGULL,,,,1.0,,1.0,China,Hatchback,Electric
4505.0,Giza,October Gardens Traffic Unit,SYM,Scooter,,,,3.0,,3.0,Taiwan,Motorcycle,Electric
4506.0,Giza,October Gardens Traffic Unit,SYM,st,,,,,1.0,1.0,Taiwan,Motorcycle,Petrol
4507.0,Giza,October Gardens Traffic Unit,Geely,coolray,,,,,3.0,3.0,China,SUV,Petrol
4508.0,Giza,October Gardens Traffic Unit,Geely,Coolray,,,,,1.0,1.0,China,SUV,Petrol
4509.0,Giza,October Gardens Traffic Unit,BAIC,U5 PLUS,,,,,4.0,4.0,China,Sedan,Petrol
4510.0,Giza,October Gardens Traffic Unit,Bajaj,Boxer 150,,,,,2.0,2.0,India,Motorcycle,Electric
4511.0,Giza,October Gardens Traffic Unit,Bajaj,150,,,,1.0,,1.0,India,Motorcycle,Electric
4512.0,Giza,October Gardens Traffic Unit,Bajaj,cc180,,,,,1.0,1.0,India,Motorcycle,Electric
4513.0,Giza,October Gardens Traffic Unit,Bajaj,Boxer,,,,,2.0,2.0,India,Motorcycle,Electric
4514.0,Giza,October Gardens Traffic Unit,Bajaj,With secret 180,,,,,1.0,1.0,India,Motorcycle,Petrol
4515.0,Giza,October Gardens Traffic Unit,Haojiang,,,,,2.0,1.0,3.0,China,,Electric
4516.0,Giza,October Gardens Traffic Unit,GAC,EMPOW,,,,1.0,1.0,2.0,China,Sedan,Petrol
4517.0,Giza,October Gardens Traffic Unit,GAC,GS4 MAX,,,,,1.0,1.0,China,SUV,Petrol
4518.0,Giza,October Gardens Traffic Unit,Citroën,C4,,,,,3.0,3.0,France,Hatchback,Petrol
4519.0,Giza,October Gardens Traffic Unit,JAC,Js2 smart,,,,,3.0,3.0,China,SUV,Electric
4520.0,Giza,October Gardens Traffic Unit,Haojiang,,,,,,2.0,2.0,China,,Electric
4521.0,Giza,October Gardens Traffic Unit,KGM,TORRES,,,,,1.0,1.0,South Korea,SUV,Petrol
4522.0,Giza,October Gardens Traffic Unit,KGM,ACTYON,,,,,1.0,1.0,South Korea,SUV,Petrol
4523.0,Giza,October Gardens Traffic Unit,Haval,jolion,,,,,1.0,1.0,China,SUV,Petrol
4524.0,Giza,October Gardens Traffic Unit,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
4525.0,Giza,October Gardens Traffic Unit,Haojiang,HJ150-11A,1.0,,,,1.0,2.0,China,Motorcycle,Petrol
4526.0,Giza,October Gardens Traffic Unit,Honda,ZR-V,,,1.0,,,1.0,Japan,SUV,Petrol
4527.0,Giza,October Gardens Traffic Unit,Honda,CRV,,,,1.0,,1.0,Japan,SUV,Petrol
4528.0,Giza,October Gardens Traffic Unit,Lynk & Co,2,,,,,1.0,1.0,China,SUV,Electric
4529.0,Giza,October Gardens Traffic Unit,Ankai,150,,,,1.0,,1.0,China,Bus,Petrol
4530.0,Giza,October Gardens Traffic Unit,KYC,V3,,,,,1.0,1.0,China,Pickup,Petrol
4531.0,Giza,October Gardens Traffic Unit,Zontes,350,,,,,1.0,1.0,China,Motorcycle,Petrol
4532.0,Giza,October Gardens Traffic Unit,Volvo,ex30,,,,,1.0,1.0,Sweden,SUV,Electric
4533.0,Giza,October Gardens Traffic Unit,DS,7,,,,1.0,,1.0,France,SUV,Petrol
4534.0,Giza,October Gardens Traffic Unit,Avatr,7,,,,1.0,,1.0,China,SUV,Electric
4535.0,Giza,October Gardens Traffic Unit,Benelli,BENELLI,,,,1.0,,1.0,China,Motorcycle,Electric
4536.0,Giza,October Gardens Traffic Unit,Deepal,S05,,,,,1.0,1.0,China,SUV,Electric
4537.0,Giza,October Gardens Traffic Unit,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
4538.0,Giza,October Gardens Traffic Unit,Cobra,TERRAMAR,,,,1.0,,1.0,China,SUV,Petrol
4539.0,Giza,October Gardens Traffic Unit,Shineray,x30,,,,,1.0,1.0,China,Van,Petrol
4540.0,Giza,October Gardens Traffic Unit,Senke,,,,,,1.0,1.0,China,,Petrol
4541.0,Giza,October Gardens Traffic Unit,Dayun,CGC4250,,,,1.0,,1.0,China,Truck,Petrol
4542.0,Giza,October Gardens Traffic Unit,JAC,js2,,,,,1.0,1.0,China,SUV,Electric
4543.0,Giza,October Gardens Traffic Unit,MG,G50 plus,,,,,1.0,1.0,China,Minivan,Petrol
4544.0,Giza,Warraq Traffic Unit,Bajaj,Boxer 150,,1.0,1.0,5.0,71.0,78.0,India,Motorcycle,Electric
4545.0,Giza,Warraq Traffic Unit,Bajaj,pulsar,1.0,,1.0,2.0,7.0,11.0,India,Motorcycle,Electric
4546.0,Giza,Warraq Traffic Unit,Bajaj,cc180,,,1.0,1.0,,2.0,India,Motorcycle,Electric
4547.0,Giza,Warraq Traffic Unit,Haojiang,,1.0,1.0,,6.0,52.0,60.0,China,,Electric
4548.0,Giza,Warraq Traffic Unit,TVS,STAR HLX 150,,,,1.0,33.0,34.0,India,Motorcycle,Petrol
4549.0,Giza,Warraq Traffic Unit,TVS,Apache RTR 160,,,,,5.0,5.0,India,Motorcycle,Petrol
4550.0,Giza,Warraq Traffic Unit,Dayun,150,,,,7.0,21.0,28.0,China,Motorcycle,Electric
4551.0,Giza,Warraq Traffic Unit,Dayun,200,,,,1.0,1.0,2.0,China,Motorcycle,Petrol
4552.0,Giza,Warraq Traffic Unit,VIGOREY,200,,,,1.0,14.0,15.0,China,Motorcycle,Petrol
4553.0,Giza,Warraq Traffic Unit,VIGOREY,150,,,,4.0,6.0,10.0,China,Motorcycle,Petrol
4554.0,Giza,Warraq Traffic Unit,VIGOREY,250,1.0,,,2.0,2.0,5.0,China,Motorcycle,Petrol
4555.0,Giza,Warraq Traffic Unit,Bajaj,Boxer,,,,2.0,15.0,17.0,India,Motorcycle,Electric
4556.0,Giza,Warraq Traffic Unit,Bajaj,Pulser C180,,,,1.0,1.0,2.0,India,Motorcycle,Electric
4557.0,Giza,Warraq Traffic Unit,Bajaj,XCD,1.0,,,,,1.0,India,Motorcycle,Petrol
4558.0,Giza,Warraq Traffic Unit,Bajaj,With secret 150,,,,1.0,,1.0,India,Motorcycle,Petrol
4559.0,Giza,Warraq Traffic Unit,PNE,,,,,7.0,8.0,15.0,China,,Petrol
4560.0,Giza,Warraq Traffic Unit,Nissan,Sunny,,,,,11.0,11.0,Japan,Sedan,Petrol
4561.0,Giza,Warraq Traffic Unit,Nissan,X-Trail,,,,1.0,,1.0,Japan,SUV,Petrol
4562.0,Giza,Warraq Traffic Unit,Nissan,Centra,,,,,1.0,1.0,Japan,Sedan,Petrol
4563.0,Giza,Warraq Traffic Unit,Hyundai,Elantra AD,,,,,8.0,8.0,South Korea,Sedan,Petrol
4564.0,Giza,Warraq Traffic Unit,Hyundai,Tucson NX4,,,,,2.0,2.0,South Korea,SUV,Petrol
4565.0,Giza,Warraq Traffic Unit,Hyundai,I 30,,,,,1.0,1.0,South Korea,Hatchback,Petrol
4566.0,Giza,Warraq Traffic Unit,Hyundai,Elantra,,,,,1.0,1.0,South Korea,Sedan,Petrol
4567.0,Giza,Warraq Traffic Unit,Gator,x70 plus,,,,,2.0,2.0,USA,SUV,Petrol
4568.0,Giza,Warraq Traffic Unit,Gator,X70 FL,,,,,2.0,2.0,USA,SUV,Petrol
4569.0,Giza,Warraq Traffic Unit,Gator,X90,,,,,1.0,1.0,USA,SUV,Petrol
4570.0,Giza,Warraq Traffic Unit,Gator,T-2,,,,,1.0,1.0,USA,SUV,Petrol
4571.0,Giza,Warraq Traffic Unit,Gator,X90 PLUS,,,,,1.0,1.0,USA,SUV,Petrol
4572.0,Giza,Warraq Traffic Unit,Gator,T1,,,,,1.0,1.0,USA,SUV,Petrol
4573.0,Giza,Warraq Traffic Unit,Gator,DASHING,,,,,1.0,1.0,USA,SUV,Petrol
4574.0,Giza,Warraq Traffic Unit,Gator,x70,,,,,1.0,1.0,USA,SUV,Petrol
4575.0,Giza,Warraq Traffic Unit,Halawa,Express,,,,6.0,,6.0,Egypt,Motorcycle,Electric
4576.0,Giza,Warraq Traffic Unit,Halawa,sweetness,,,,4.0,,4.0,Egypt,Motorcycle,Electric
4577.0,Giza,Warraq Traffic Unit,Chery,Arrizo 5,,,,,6.0,6.0,China,Sedan,Petrol
4578.0,Giza,Warraq Traffic Unit,Chery,Tego 8,,,,,1.0,1.0,China,SUV,Petrol
4579.0,Giza,Warraq Traffic Unit,Chery,Tiggo 7 pro max,,,,,1.0,1.0,China,SUV,Petrol
4580.0,Giza,Warraq Traffic Unit,Chery,Tigo 4,,,,,1.0,1.0,China,SUV,Petrol
4581.0,Giza,Warraq Traffic Unit,Keeway,,,,,6.0,,6.0,China,,Petrol
4582.0,Giza,Warraq Traffic Unit,Keeway,200,,,,2.0,,2.0,China,Motorcycle,Petrol
4583.0,Giza,Warraq Traffic Unit,MG,GT,,,,,2.0,2.0,China,Sedan,Petrol
4584.0,Giza,Warraq Traffic Unit,MG,5,,,,,1.0,1.0,China,Sedan,Electric
4585.0,Giza,Warraq Traffic Unit,MG,RX5,,1.0,,,,1.0,China,SUV,Petrol
4586.0,Giza,Warraq Traffic Unit,MG,one,,,,,1.0,1.0,China,SUV,Petrol
4587.0,Giza,Warraq Traffic Unit,Ankai,200,3.0,,,,,3.0,China,Bus,Petrol
4588.0,Giza,Warraq Traffic Unit,Ankai,150,1.0,,,1.0,,2.0,China,Bus,Petrol
4589.0,Giza,Warraq Traffic Unit,SouEast,S07,,,,,2.0,2.0,China,SUV,Petrol
4590.0,Giza,Warraq Traffic Unit,SouEast,S09,,,,,1.0,1.0,China,SUV,Petrol
4591.0,Giza,Warraq Traffic Unit,SouEast,S05,,,,,1.0,1.0,China,SUV,Petrol
4592.0,Giza,Warraq Traffic Unit,SouEast,S06,,,,,1.0,1.0,China,SUV,Petrol
4593.0,Giza,Warraq Traffic Unit,Kia,Sportage,,,1.0,1.0,2.0,4.0,South Korea,SUV,Petrol
4594.0,Giza,Warraq Traffic Unit,Renault,Taliant,,,,,2.0,2.0,France,Sedan,Petrol
4595.0,Giza,Warraq Traffic Unit,Renault,Duster,,,,,1.0,1.0,France,SUV,Petrol
4596.0,Giza,Warraq Traffic Unit,Chevrolet,Optra,,,,,3.0,3.0,USA,Sedan,Petrol
4597.0,Giza,Warraq Traffic Unit,Dayun,2b,,,,2.0,1.0,3.0,China,Truck,Petrol
4598.0,Giza,Warraq Traffic Unit,Haojiang,250,,,,,2.0,2.0,China,Motorcycle,Petrol
4599.0,Giza,Warraq Traffic Unit,Benelli,BENELLI,,,,2.0,,2.0,China,Motorcycle,Electric
4600.0,Giza,Warraq Traffic Unit,Zontes,350,,,,,2.0,2.0,China,Motorcycle,Petrol
4601.0,Giza,Warraq Traffic Unit,Haojiang,HJ150-11A,,,,1.0,1.0,2.0,China,Motorcycle,Petrol
4602.0,Giza,Warraq Traffic Unit,KYC,V3,,,,,1.0,1.0,China,Pickup,Petrol
4603.0,Giza,Warraq Traffic Unit,Opel,Grandland,,,,,1.0,1.0,Germany,SUV,Petrol
4604.0,Giza,Warraq Traffic Unit,Proton,Saga,,,,,1.0,1.0,Malaysia,Sedan,Petrol
4605.0,Giza,Warraq Traffic Unit,Audi,Q3,,,,1.0,,1.0,Germany,SUV,Petrol
4606.0,Giza,Warraq Traffic Unit,Shineray,x30,,,,,1.0,1.0,China,Van,Petrol
4607.0,Giza,Warraq Traffic Unit,CMG,CMG,,,,,1.0,1.0,China,Motorcycle,Electric
4608.0,Giza,Warraq Traffic Unit,Cobra,TERRAMAR,,,,1.0,,1.0,China,SUV,Petrol
4609.0,Giza,Warraq Traffic Unit,Higer,,,,,,1.0,1.0,China,,Electric
4610.0,Giza,Warraq Traffic Unit,Changan,cs55,,,,,1.0,1.0,China,SUV,Electric
4611.0,Giza,Warraq Traffic Unit,Fiat,x500,,,,,1.0,1.0,Italy,SUV,Petrol
4612.0,Giza,Warraq Traffic Unit,Lifan,,,,,1.0,,1.0,China,,Petrol
4613.0,Giza,Warraq Traffic Unit,Shineray,,,,,,1.0,1.0,China,,Petrol
4614.0,Giza,Warraq Traffic Unit,Halawa Alicanto Express,EXPRESS,,,,1.0,,1.0,Egypt,Motorcycle,Petrol
4615.0,Giza,Warraq Traffic Unit,BAIC,x7,,,,,1.0,1.0,China,SUV,Petrol
4616.0,Giza,Warraq Traffic Unit,SYM,Scooter,,,,,1.0,1.0,Taiwan,Motorcycle,Electric
4617.0,Giza,Warraq Traffic Unit,MG,HS,,,,,1.0,1.0,China,SUV,Petrol
4618.0,Giza,Warraq Traffic Unit,Toyota,Corolla,,,,,1.0,1.0,Japan,Sedan,Petrol
4619.0,Giza,Warraq Traffic Unit,DFSK,E5,,,,,1.0,1.0,China,SUV,Electric
4620.0,Giza,Nikla Traffic Unit,Haojiang,,,1.0,,13.0,50.0,64.0,China,,Electric
4621.0,Giza,Nikla Traffic Unit,VIGOREY,200,,,,7.0,13.0,20.0,China,Motorcycle,Petrol
4622.0,Giza,Nikla Traffic Unit,VIGOREY,150,,,,1.0,9.0,10.0,China,Motorcycle,Petrol
4623.0,Giza,Nikla Traffic Unit,Dayun,150,,,1.0,6.0,9.0,16.0,China,Motorcycle,Electric
4624.0,Giza,Nikla Traffic Unit,Dayun,200,,,9.0,2.0,,11.0,China,Motorcycle,Petrol
4625.0,Giza,Nikla Traffic Unit,Dayun,DY150,,,,,1.0,1.0,China,Motorcycle,Electric
4626.0,Giza,Nikla Traffic Unit,Golden Dragon,Dragon,,,,1.0,10.0,11.0,China,Bus,Electric
4627.0,Giza,Nikla Traffic Unit,Golden Dragon,Dragon,,,,,10.0,10.0,China,Bus,Electric
4628.0,Giza,Nikla Traffic Unit,Halawa,Express,,,,13.0,,13.0,Egypt,Motorcycle,Electric
4629.0,Giza,Nikla Traffic Unit,Halawa,sweetness,,,,5.0,,5.0,Egypt,Motorcycle,Electric
4630.0,Giza,Nikla Traffic Unit,TVS,STAR HLX 150,,,,3.0,14.0,17.0,India,Motorcycle,Petrol
4631.0,Giza,Nikla Traffic Unit,Bajaj,pulsar,,1.0,,1.0,2.0,4.0,India,Motorcycle,Electric
4632.0,Giza,Nikla Traffic Unit,Bajaj,Boxer 150,2.0,,,1.0,,3.0,India,Motorcycle,Electric
4633.0,Giza,Nikla Traffic Unit,Bajaj,quote,,,,2.0,,2.0,India,Motorcycle,Petrol
4634.0,Giza,Nikla Traffic Unit,Bajaj,Boxer,,,,,3.0,3.0,India,Motorcycle,Electric
4635.0,Giza,Nikla Traffic Unit,Bajaj,With secret 150,,,,2.0,,2.0,India,Motorcycle,Petrol
4636.0,Giza,Nikla Traffic Unit,Bajaj,Pulser C180,,,,,1.0,1.0,India,Motorcycle,Electric
4637.0,Giza,Nikla Traffic Unit,Bajaj,quote,,,1.0,,,1.0,India,Motorcycle,Petrol
4638.0,Giza,Nikla Traffic Unit,Bajaj,With secret 180,,,,,1.0,1.0,India,Motorcycle,Petrol
4639.0,Giza,Nikla Traffic Unit,Halawa Alicanto Express,EXPRESS,,,,6.0,,6.0,Egypt,Motorcycle,Petrol
4640.0,Giza,Nikla Traffic Unit,Hyundai,Elantra,,,,,3.0,3.0,South Korea,Sedan,Petrol
4641.0,Giza,Nikla Traffic Unit,Hyundai,Tucson NX4,,,,,1.0,1.0,South Korea,SUV,Petrol
4642.0,Giza,Nikla Traffic Unit,Hyundai,Elantra AD,,,,,1.0,1.0,South Korea,Sedan,Petrol
4643.0,Giza,Nikla Traffic Unit,King Long,XMQ6500,,,,,4.0,4.0,China,Bus,Electric
4644.0,Giza,Nikla Traffic Unit,Chery,Tigo 4,,,,,1.0,1.0,China,SUV,Petrol
4645.0,Giza,Nikla Traffic Unit,Chery,Tejo7,,,,,1.0,1.0,China,SUV,Petrol
